[2017-10-01 22:47:47,561][nioEventLoopGroup-2-1][INFO][GreetingPacketResultHandler]-mysql protocol version: 10
[2017-10-01 22:47:47,562][nioEventLoopGroup-2-1][INFO][GreetingPacketResultHandler]-serverVersion:5.6.31-log
[2017-10-01 22:47:47,562][nioEventLoopGroup-2-1][INFO][GreetingPacketResultHandler]-threadId: 16
[2017-10-01 22:47:47,562][nioEventLoopGroup-2-1][INFO][GreetingPacketResultHandler]-serverCapabilities-63487
[2017-10-01 22:47:47,563][nioEventLoopGroup-2-1][INFO][GreetingPacketResultHandler]-serverCollation: 8
[2017-10-01 22:47:47,563][nioEventLoopGroup-2-1][INFO][GreetingPacketResultHandler]-serverStatus: 2
[2017-10-01 22:47:47,564][nioEventLoopGroup-2-1][INFO][GreetingPacketResultHandler]-scramble: P^hpx+hK"bK0KjSA+S@(
[2017-10-01 22:47:57,556][nioEventLoopGroup-2-1][INFO][MysqlProtoclHeaderHandler]-MysqlProtoclHeaderHandler.channelInactive Called
[2017-10-01 22:49:21,427][nioEventLoopGroup-2-1][INFO][MysqlProtoclHeaderHandler]-MysqlProtoclHeaderHandler.channelRead0 called
[2017-10-01 22:49:21,433][nioEventLoopGroup-2-1][INFO][MysqlProtoclHeaderHandler]-dataBuffer.readableBytes () == this.headerLength=78
[2017-10-01 22:49:21,434][nioEventLoopGroup-2-1][INFO][GreetingPacketResultHandler]-msg.readableBytes=78
[2017-10-01 22:49:21,439][nioEventLoopGroup-2-1][INFO][GreetingPacketResultHandler]-mysql protocol version: 10
[2017-10-01 22:49:21,440][nioEventLoopGroup-2-1][INFO][GreetingPacketResultHandler]-serverVersion:5.6.31-log
[2017-10-01 22:49:21,440][nioEventLoopGroup-2-1][INFO][GreetingPacketResultHandler]-threadId: 17
[2017-10-01 22:49:21,441][nioEventLoopGroup-2-1][INFO][GreetingPacketResultHandler]-serverCapabilities-63487
[2017-10-01 22:49:21,442][nioEventLoopGroup-2-1][INFO][GreetingPacketResultHandler]-serverCollation: 8
[2017-10-01 22:49:21,443][nioEventLoopGroup-2-1][INFO][GreetingPacketResultHandler]-serverStatus: 2
[2017-10-01 22:49:21,443][nioEventLoopGroup-2-1][INFO][GreetingPacketResultHandler]-scramble: E/[]@iossh.Ls}<O\^Dx
[2017-10-01 22:49:31,423][nioEventLoopGroup-2-1][INFO][MysqlProtoclHeaderHandler]-MysqlProtoclHeaderHandler.channelInactive Called
